the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E6100000DE403F5BE0CB52C0AF4D19EE92FF4340,0101000020110F00001FD4C0CD74ED5FC1B64B1CA66C8F5241,7433316,2019,201922064337.0,111,2019-07-25 00:00:00+00,21:28:00,B,F,59,Multiple,N,N,N,2600 BLOCK N 33rd St,0,-75.18556863,39.99667145,22,1,0,1,39.99667145,-75.18556863
0101000020E61000008834430D13CA52C0DD4ECF7995FE4340,0101000020110F0000CBA03C3B65EA5FC167E997AD538E5241,7433317,2019,201922066663.0,411,2019-08-01 00:00:00+00,23:40:00,B,M,16,Multiple,N,N,N,2300 BLOCK N 15th St,0,-75.15741283,39.98893664,22,0,1,0,39.98893664,-75.15741283
0101000020E61000004BC762BC22CB52C056C17F259DFD4340,0101000020110F00005792D1B632EC5FC139C0636B408D5241,7433318,2019,201922067114.0,411,2019-08-03 00:00:00+00,04:30:00,B,M,24,Leg,N,N,N,1700 BLOCK N 24TH ST,0,-75.17399511,39.98135823,22,0,1,0,39.98135823,-75.17399511
0101000020E6100000A6F03DAFFACA52C00C983C7517FE4340,0101000020110F0000576CD2AEEEEB5FC1A876A6FDC78D5241,7433319,2019,201922068124.0,411,2019-08-05 00:00:00+00,21:57:00,B,M,19,Leg,N,N,N,2300 BLOCK W Norris St,0,-75.17155057,39.98509088,22,0,1,0,39.98509088,-75.17155057
0101000020E6100000A6F03DAFFACA52C00C983C7517FE4340,0101000020110F0000576CD2AEEEEB5FC1A876A6FDC78D5241,7433320,2019,201922068127.0,411,2019-08-05 00:00:00+00,21:57:00,B,F,25,Leg,N,N,N,2300 BLOCK W Norris St,0,-75.17155057,39.98509088,22,0,1,0,39.98509088,-75.17155057
0101000020E6100000A6F03DAFFACA52C00C983C7517FE4340,0101000020110F0000576CD2AEEEEB5FC1A876A6FDC78D5241,7433321,2019,201922068148.0,411,2019-08-05 00:00:00+00,21:57:00,B,M,28,Leg,N,N,N,2300 BLOCK W Norris St,0,-75.17155057,39.98509088,22,0,1,0,39.98509088,-75.17155057
0101000020E6100000F8F5C7A414CB52C06F7F0D0CC9FD4340,0101000020110F0000DC5DF0C61AEC5FC19B621A14718D5241,7433322,2019,201922068277.0,411,2019-08-06 00:00:00+00,12:51:00,B,M,42,Leg,N,N,N,1800 BLOCK N Bucknell St,0,-75.17313499,39.98269797,22,0,1,0,39.98269797,-75.17313499
0101000020E6100000128E93A12ECB52C051E05B6028FE4340,0101000020110F0000DA9561EB46EC5FC18D0A76BEDA8D5241,7433323,2019,201922068445.0,411,2019-08-06 00:00:00+00,23:00:00,B,M,21,Leg,N,N,N,2000 BLOCK N 25th St,0,-75.17472114,39.98560719,22,0,1,0,39.98560719,-75.17472114
0101000020E6100000F2A17EF6A7CA52C0FE6573ACBDFC4340,0101000020110F0000D656FC2B62EB5FC1283A2CBD488C5241,7433324,2019,201922068770.0,411,2019-08-08 00:00:00+00,05:48:00,B,M,35,Stomach,N,N,N,1800 BLOCK Seybert St,0,-75.16650164,39.97453838,22,0,1,0,39.97453838,-75.16650164
0101000020E61000004BC762BC22CB52C056C17F259DFD4340,0101000020110F00005792D1B632EC5FC139C0636B408D5241,7433325,2019,201922069747.0,411,2019-08-11 00:00:00+00,04:59:00,B,M,28,Leg,N,N,N,1700 BLOCK N 24TH ST,0,-75.17399511,39.98135823,22,0,1,0,39.98135823,-75.17399511
0101000020E61000004BC762BC22CB52C056C17F259DFD4340,0101000020110F00005792D1B632EC5FC139C0636B408D5241,7433326,2019,201922069748.0,411,2019-08-11 00:00:00+00,04:59:00,B,M,31,Leg,N,N,N,1700 BLOCK N 24TH ST,0,-75.17399511,39.98135823,22,0,1,0,39.98135823,-75.17399511
0101000020E6100000ED670CCE7BCB52C092727B7262FF4340,0101000020110F000007B1BC01CAEC5FC19E5962E6368F5241,7433327,2019,201922071215.0,411,2019-08-15 00:00:00+00,15:00:00,B,M,29,Neck,N,N,N,2500 BLOCK N HOLLYWOOD ST,0,-75.17943145,39.99519187,22,1,0,0,39.99519187,-75.17943145
0101000020E6100000D1D8EAB466CA52C0B2B012B901FF4340,0101000020110F0000C4B1E153F3EA5FC18C785CACCB8E5241,7433328,2019,201922071779.0,411,2019-08-17 00:00:00+00,12:10:00,B,M,29,Head,N,N,N,2500 BLOCK N Gratz St,0,-75.16251872,39.99224008,22,0,1,1,39.99224008,-75.16251872
0101000020E6100000B76ED6225ACB52C07CCFABAE01FF4340,0101000020110F0000F6DF23D190EC5FC17184D4A0CB8E5241,7433329,2019,201922072071.0,111,2019-08-18 00:00:00+00,02:50:00,B,M,21,Multiple,N,N,N,2400 BLOCK N Marston St,0,-75.17737647,39.99223884,22,0,1,1,39.99223884,-75.17737647
0101000020E6100000B76ED6225ACB52C07CCFABAE01FF4340,0101000020110F0000F6DF23D190EC5FC17184D4A0CB8E5241,7433330,2019,201922072084.0,111,2019-08-18 00:00:00+00,02:50:00,B,M,29,Multiple,N,N,N,2400 BLOCK N Marston St,0,-75.17737647,39.99223884,22,0,1,1,39.99223884,-75.17737647
0101000020E610000043EB1B770ECB52C0914C7FDD06FF4340,0101000020110F0000F34F4F4810EC5FC1EFAAB15FD18E5241,7433331,2019,201922072294.0,411,2019-08-18 00:00:00+00,21:20:00,B,M,38,Wrist,N,N,N,2400 BLOCK W Hagert St,0,-75.17275789,39.99239701,22,0,1,0,39.99239701,-75.17275789
0101000020E61000004E10D0D8B2C952C09B14AC92C4FE4340,0101000020110F0000332956D1C1E95FC1CA15CEE2878E5241,7433332,2019,201922072774.0,411,2019-08-20 00:00:00+00,10:36:00,B,M,16,Multiple,N,N,N,1200 BLOCK W Cumberland St,0,-75.15154095,39.99037393,22,0,1,0,39.99037393,-75.15154095
0101000020E61000007E115DE543CA52C0541DEEFAB7FE4340,0101000020110F00000BF0B532B8EA5FC18E1C36ED798E5241,7433333,2019,201922073174.0,411,2019-08-21 00:00:00+00,15:00:00,B,M,40,Leg,N,N,N,1700 BLOCK W YORK ST,0,-75.16039404,39.98998963,22,0,1,0,39.98998963,-75.16039404
0101000020E6100000EBF18CC7D6CA52C0387D03B4A9FD4340,0101000020110F0000A027CFB1B1EB5FC193E14D564E8D5241,7433334,2019,201922073259.0,411,2019-08-21 00:00:00+00,19:55:00,B,M,47,Multiple,N,N,N,2100 BLOCK W MONTGOMERY AV,0,-75.1693591,39.98174143,22,0,1,0,39.98174143,-75.1693591
0101000020E6100000F0B31D9513CA52C09187197508FF4340,0101000020110F0000F867FF2166EA5FC104B48B23D38E5241,7433335,2019,201922073492.0,411,2019-08-22 00:00:00+00,14:09:00,B,M,20,Leg,N,N,N,2500 BLOCK N SYDENHAM ST,0,-75.15744522,39.9924456,22,0,1,0,39.9924456,-75.15744522
0101000020E6100000B180AE22C8C952C0416D8E528DFC4340,0101000020110F00004EC07CFAE5E95FC1F89E4627138C5241,7433336,2019,201922074638.0,411,2019-08-25 00:00:00+00,12:44:00,B,M,16,Stomach,N,N,N,1300 BLOCK N 10TH ST APT 7D,0,-75.1528403,39.97306282,22,1,0,0,39.97306282,-75.1528403
0101000020E610000095A1A66D2ECA52C04E7BADF844FF4340,0101000020110F0000D792B0BB93EA5FC122D91F39168F5241,7433337,2019,201922074823.0,411,2019-08-25 00:00:00+00,21:52:00,B,M,30,Multiple,N,N,N,1600 BLOCK W LEHIGH AV,0,-75.15908376,39.99429234,22,1,0,0,39.99429234,-75.15908376
