wz_ln_closure,objectid_1,crn,district,county,municipality,crash_year,crash_month,day_of_week,time_of_day,hour_of_day,illumination,weather,road_condition,collision_type,relation_to_road,work_zone_type,work_zone_loc,work_zone_ind,intersect_type,tcd_type,location_type,urban_rural,fatal_count,injury_count,person_count,total_units,sch_bus_ind,sch_zone_ind,latitude,longitude,arrival_tm,cons_zone_spd_lim,dispatch_tm,est_hrs_closed,lane_closed,ln_close_dir,ntfy_hiwy_maint,spec_juris_cd,tcd_func_cd,tfc_detour_ind,workers_pres,wz_close_detour,wz_flagger,wz_law_offcr_ind,objectid,wz_moving,wz_other,wz_shlder_mdn,vehicle_count,automobile_count,motorcycle_count,bus_count,small_truck_count,heavy_truck_count,suv_count,van_count,bicycle_count,maj_inj_count,mod_inj_count,min_inj_count,tot_inj_count,unk_inj_deg_count,unk_inj_per_count,driver_count_16yr,driver_count_17yr,driver_count_18yr,driver_count_19yr,driver_count_20yr,driver_count_50_64yr,driver_count_65_74yr,driver_count_75plus,unbelted_occ_count,unb_death_count,unb_maj_inj_count,belted_death_count,belted_maj_inj_count,mcycle_death_count,mcycle_maj_inj_count,bicycle_death_count,bicycle_maj_inj_count,ped_count,ped_death_count,ped_maj_inj_count,max_severity_level,comm_veh_count,dec_lat,dec_long,rdwy_surf_type_cd,county_name
 ,11202,2016051466,6,67,67301,2016,5,7,225,2,3,1,0,5,6, , ,N,0,0,0,3,0,0,1,4,N,N,39 58:49.918,75 09:37.746,227, ,225,2,2,3,N, ,0,Y, , , , ,149376, , , ,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9805,-75.1605, , 
 ,11203,2016026053,6,67,67301,2016,2,7,835,8,1,1,0,4,1, , ,N,1,3,0,3,0,1,6,2,N, ,39 58:56.426,75 07:36.268,850, ,847, ,0, , , ,3, , , , , ,149395, , , ,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,39.9823,-75.1267, , 
 ,11204,2016027542,6,67,67301,2016,2,4,1345,13,1,1,0,1,1, , ,N,0,0,0,3,0,1,3,2,N, ,39 59:43.729,75 05:43.012,1358, ,1352, ,0, , , ,0, , , , , ,149398, , , ,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9955,-75.0953, , 
 ,11205,2016031386,6,67,67301,2016,3,6,936,9,1,1,0,5,6, , ,N,0,0,0,3,0,1,1,3,N, ,40 07:15.384,74 59:28.212,943, ,939,9,2,5, , ,0,Y, , , , ,149402, , , ,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.1209,-74.9912, , 
 ,11206,2016033458,6,67,67301,2016,2,2,2008,20,3,2,1,8,1, , ,N,1,2,0,3,1,0,7,3,N,N,40 02:12.235,75 03:52.193,2015, ,2011,9,2,2,N,0,3,Y, , , , ,149403, , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40.0367,-75.0645,2, 
 ,11207,2016052316,6,67,67301,2016,4,1,229,2,3,1,0,4,1, , ,N,1,3,0,3,0,4,4,2,N, ,39 56:50.773,75 13:13.519,733, ,234, ,0, , , ,3, , , , , ,149417, , , ,2,1,0,0,0,0,1,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9474,-75.2204, , 
 ,11208,2016026160,6,67,67301,2016,2,5,2132,21,3,1,0,4,1, , ,N,1,3,0,3,0,1,3,2,N,N,39 56:02.245,75 10:32.887,2220, ,2219, ,0, ,N, ,3, , , , , ,149446, , , ,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,39.934,-75.1758, , 
 ,11209,2016039822,6,67,67301,2016,4,3,1208,12,1,1,0,1,1, , ,N,0,0,0,3,0,3,3,2,N,N,39 56:22.791,75 11:47.182,1212, ,1208,1,2,3, , ,0,N, , , , ,149456, , , ,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9397,-75.1964, , 
 ,11210,2016044567,6,67,67301,2016,4,5,1440,14,1,2,1,4,1, , ,N,1,3,0,3,0,1,2,2,N,N,40 01:27.483,75 09:40.489,1545, ,1541, ,0, ,N, ,3, , , , , ,149461, , , ,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0243,-75.1612, , 
 ,11211,2016026122,6,67,67301,2016,2,1,9999,99,1,1,0,4,1, , ,N,1,3,0,3,0,5,6,2,N,N,40 00:54.597,75 04:21.716,1456, ,1442, ,0, ,N, ,3, , , , , ,149494, , , ,2,1,0,0,0,0,1,0,0,0,0,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0152,-75.0727, , 
 ,11212,2016038191,6,67,67301,2016,3,2,1635,16,1,1,0,4,1, , ,N,0,0,7,3,0,0,2,2,N, ,40 06:44.452,74 58:16.405,1725, ,1718, ,0, , , ,0, , , , , ,149506, , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1123,-74.9712, , 
 ,11213,2016013288,6,67,67301,2016,1,7,1746,17,3,1,0,6,6, , ,N,0,0,0,3,0,1,1,3,N,N,40 00:00.793,75 08:31.799,1815, ,1808, ,0, ,N, ,0, , , , , ,149531, , , ,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0002,-75.1422, , 
 ,11214,2016036515,6,67,67301,2016,3,1,2328,23,3,3,1,1,1, , ,N,1,2,0,3,0,0,2,2,N,N,40 03:28.831,75 03:34.539,2335, ,2329, ,0, ,N, ,3, , , , , ,149546, , , ,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40.058,-75.0596, , 
 ,11215,2016040926,6,67,67301,2016,4,2,800,8,3,1,0,5,6, , ,N,0,0,0,3,0,0,1,2,N, ,40 05:32.049,75 01:25.194,814, ,809, ,0, , , ,0, , , , , ,149550, , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0922,-75.0237, , 
 ,11216,2016050882,6,67,67301,2016,1,2,1710,17,3,1,0,3,6, , ,N,0,0,0,3,0,2,3,2,N,N,39 56:57.203,75 09:57.789,0, ,0, ,0, ,N, ,0, , , , , ,149559, , , ,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9492,-75.1661, , 
 ,11217,2016052164,6,67,67301,2016,2,6,2220,22,3,1,0,4,1, , ,N,1,2,0,3,0,1,2,2,N,N,40 00:25.572,75 12:49.396,0, ,0, ,0, ,N, ,3, , , , , ,149561, , , ,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0071,-75.2137, , 
 ,11218,2016052263,6,67,67301,2016,4,7,2352,23,3,2,1,4,1, , ,N,3,3,0,3,0,1,2,2,N,N,39 56:54.805,75 12:17.974,2355, ,2352,1,2,6,N, ,3,Y, , , , ,149562, , , ,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9486,-75.205, , 
 ,11219,2016013737,6,67,67301,2016,1,1,1510,15,1,1,1,4,1, , ,N,1,3,0,3,0,3,6,4,N,N,40 03:50.997,75 08:44.815,1628, ,1628, ,0, ,N, ,3, , , , , ,149579, , , ,4,1,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0642,-75.1458, , 
N,11220,2016050276,6,67,67301,2016,4,6,540,5,3,1,0,7,1,1,4,Y,0,0,0,3,0,0,1,1,N,N,39 58:48.108,75 06:19.674,607,45,601, ,0, , , ,0, ,N,N,N,N,149614,N,N,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,-75.1055, , 
 ,11221,2016028318,6,67,67301,2016,2,6,342,3,3,1,0,4,1, , ,N,1,2,0,3,0,2,3,2,N,N,39 58:13.810,75 14:03.170,352, ,347, ,0, , , ,3, , , , , ,149633, , , ,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9705,-75.2342, , 
 ,11222,2016032778,6,67,67301,2016,3,4,1421,14,1,1,0,1,2, , ,N,0,0,0,3,0,0,2,2,N,N,40 00:06.527,75 11:41.837,1457, ,1429, ,0, , , ,0, , , , , ,149638, , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0018,-75.195, , 
 ,11223,2016050096,6,67,67301,2016,4,7,305,3,3,1,0,7,4, , ,N,0,0,0,3,0,0,2,1,N,N,39 58:36.062,75 11:46.961,313, ,309, ,0, , , ,0, , , , , ,149658, , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9767,-75.1964, , 
 ,11224,2016013917,6,67,67301,2016,1,7,1008,10,1,8,1,5,1, , ,N,0,0,0,3,0,5,7,3,N,N,40 01:38.638,75 11:33.736,1114, ,1057, ,0, , , ,0, , , , , ,149679, , , ,3,3,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0274,-75.1927, , 
 ,11225,2016048671,6,67,67301,2016,4,3,2035,20,3,1,0,1,6, , ,N,0,0,0,3,0,0,1,3,N,N,39 58:35.313,75 08:43.735,2036, ,2035, ,0, ,N, ,0, , , , , ,143394, , , ,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9765,-75.1455, , 
 ,11226,2016052311,6,67,67301,2016,5,2,1625,16,1,1,0,4,1, , ,N,0,0,7,3,0,1,2,2,N,N,40 01:15.788,75 03:09.694,1627, ,1625, ,0, ,N, ,0, , , , , ,143398, , , ,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0211,-75.0527, , 
 ,11227,2016052836,6,67,67301,2016,4,1,1235,12,1,1,0,8,1, , ,N,0,0,0,3,0,1,2,2,N, ,39 57:13.715,75 12:00.096,1247, ,1242, ,0, , , ,0, , , , , ,143399, , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9538,-75.2, , 
 ,11228,2016008600,6,67,67301,2016,1,1,1722,17,2,1,0,7,5, , ,N,2,0,0,3,0,2,2,1,N,N,40 01:55.675,75 06:08.639,1727, ,1725, ,0, ,N, ,0, , , , , ,143408, , , ,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0321,-75.1024, , 
 ,11229,2016016992,6,67,67301,2016,1,7,1740,17,3,4,1,4,1, , ,N,1,2,0,3,0,1,2,2,N, ,39 58:23.685,75 12:43.721,1816, ,1753, ,0, , , ,3, , , , , ,143414, , , ,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9732,-75.2121, , 
 ,11230,2016027593,6,67,67301,2016,2,7,9999,99,3,1,0,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,39 58:24.560,75 14:16.832,912, ,908, ,0, , , ,0, , , , , ,143423, , , ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9735,-75.238, , 
 ,11231,2016042867,6,67,67301,2016,3,6,306,3,3,1,0,7,5, , ,N,0,0,2,3,0,1,1,1,N,N,40 02:55.445,74 59:56.899,325, ,307, ,0, , , ,0, , , , , ,143444, , , ,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0487,-74.9991, , 
 ,11232,2016048764,6,67,67301,2016,5,6,217,2,3,1,0,7,4, , ,N,0,0,2,3,0,0,1,1,N,N,40 00:19.615,75 04:34.697,227, ,217, ,0, , , ,0, , , , , ,143490, , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0054,-75.0763, , 
 ,11233,2016061695,6,67,67301,2016,6,7,102,1,3,1,1,7,4, , ,N,0,0,0,3,0,1,2,1,N,N,39 59:51.613,75 04:53.595,123, ,112, ,0, , , ,0, , , , , ,143497, , , ,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9977,-75.0816, , 
 ,11234,2016026051,6,67,67301,2016,2,5,1801,18,1,1,0,8,1, , ,N,1,2,0,3,0,1,3,2,N,N,39 56:16.305,75 10:00.120,1807, ,1804, ,0, ,N, ,3, , , , , ,143519, , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9379,-75.1667, , 
 ,11235,2016040955,6,67,67301,2016,4,6,627,6,1,1,0,8,1, , ,N,5,2,0,3,0,1,2,2,N,N,40 00:48.913,75 04:06.725,628, ,627, ,0, ,N, ,3, , , , , ,143532, , , ,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40.0136,-75.0685, , 
 ,11236,2016052333,6,67,67301,2016,4,6,2105,21,3,1,0,4,1, , ,N,0,0,0,3,0,2,4,2,N,N,40 02:32.147,75 06:50.917,1605, ,1600, ,0, ,N, ,0, , , , , ,143541, , , ,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0423,-75.1141, , 
 ,11237,2016056032,6,67,67301,2016,5,6,20,0,3,1,0,7,4, , ,N,0,0,0,3,0,1,1,1,N,N,40 04:18.147,75 00:43.536,30, ,24, ,0, ,N, ,0, , , , , ,143543, , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0717,-75.0121, , 
 ,11238,2016013793,6,67,67301,2016,1,6,2030,20,3,1,0,4,1, , ,N,1,3,0,3,0,2,3,2,N,N,40 00:32.490,75 06:46.166,2330, ,2000, ,0, ,N, ,3, , , , , ,143559, , , ,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,40.009,-75.1128, , 
 ,11239,2016013982,6,67,67301,2016,1,3,1110,11,1,1,0,4,1, , ,N,2,2,0,3,0,1,3,2,N,N,40 00:46.755,75 12:07.063,1134, ,1128, ,0, ,N, ,3, , , , , ,143560, , , ,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,40.013,-75.202, , 
 ,11240,2016019331,6,67,67301,2016,2,4,1440,14,1,2,1,1,1, , ,N,0,0,0,3,0,2,3,3,N,N,39 56:51.034,75 08:30.873,1511, ,1445, ,0, , , ,0, , , , , ,143566, , , ,3,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9475,-75.1419, , 
N,11241,2016019368,6,67,67301,2016,2,2,1615,16,1,4,1,7,2,1,4,Y,0,0,0,3,0,0,1,1,N,N,40 01:24.135,75 02:01.844,1648,45,1618, ,0, , , ,0, ,N,N,N,N,143567,N,N,Y,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0234,-75.0338, , 
 ,11242,2016020874,6,67,67301,2016,2,1,1725,17,3,1,0,4,1, , ,N,1,2,0,3,0,0,4,2,N,N,40 03:35.236,75 08:00.273,1728, ,1725, ,0, ,N, ,3, , , , , ,143568, , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0598,-75.1334, , 
 ,11243,2016026092,6,67,67301,2016,2,6,2030,20,3,1,0,4,1, , ,N,1,2,2,3,0,1,2,2,N,N,40 05:58.224,74 59:10.989,2035, ,2030, ,0, ,N, ,3, , , , , ,143571, , , ,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,40.0995,-74.9864, , 
 ,11244,2016012323,6,67,67301,2016,1,6,1608,16,1,1,0,4,1, , ,N,0,0,0,3,0,1,5,2,N,N,39 59:19.182,75 05:17.297,1611, ,1608,3,1,1, , ,0,N, , , , ,146398, , , ,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9887,-75.0881, , 
 ,11245,2016016884,6,67,67301,2016,2,5,833,8,1,4,3,5,1, , ,N,0,0,0,3,0,3,6,2,N,N,40 01:27.731,75 02:46.624,920, ,839,2,2,2,N, ,0,Y, , , , ,146401, , , ,2,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,40.0244,-75.0463, , 
 ,11246,2016022050,6,67,67301,2016,2,6,1630,16,1,1,0,1,1, , ,N,1,2,0,3,0,4,5,3,N,N,40 00:33.325,75 09:04.460,1631, ,1631, ,0, ,N, ,3, , , , , ,146408, , , ,3,1,0,0,0,0,1,1,0,0,0,0,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0092,-75.1511, , 
 ,11247,2016026111,6,67,67301,2016,2,7,2205,22,3,1,0,8,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 05:46.686,74 58:34.373,2209, ,2206, ,0, ,N, ,0, , , , , ,146410, , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,40.0963,-74.9762, , 
 ,11248,2016041420,6,67,67301,2016,3,2,1804,18,1,2,1,8,1, , ,N,1,2,0,3,0,1,2,2,N, ,39 56:15.867,75 13:32.487,1818, ,1816, ,0, , , ,3, , , , , ,146421, , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,39.9377,-75.2257, , 
 ,11249,2016044601,6,67,67301,2016,4,1,2113,21,1,1,0,1,1, , ,N,0,0,0,3,0,1,4,3,N, ,40 01:13.793,75 09:45.872,2120, ,2116, ,0, , , ,0, , , , , ,146426, , , ,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.0205,-75.1627, , 
 ,11250,2016029761,6,67,67301,2016,2,4,2110,21,3,2,1,7,1, , ,N,0,0,0,3,0,0,1,1,N,N,39 57:53.263,75 11:04.585,2130, ,2128, ,0, ,N, ,0, , , , , ,146461, , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,39.9648,-75.1846, , 
 ,11251,2016036513,6,67,67301,2016,3,2,1030,10,1,2,1,7,2, , ,N,0,0,0,3,0,0,1,1,N,N,40 03:47.936,75 12:01.622,1045, ,1040, ,0, ,N, ,0, , , , , ,146471, , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0633,-75.2005, , 
 ,11252,2016036531,6,67,67301,2016,3,1,2220,22,3,1,0,1,1, , ,N,2,0,7,3,0,1,7,3,N,N,40 02:59.564,75 08:39.044,2230, ,2225, ,0, , , ,0, , , , , ,146472, , , ,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0499,-75.1442, , 
 ,11253,2016038230,6,67,67301,2016,3,2,45,0,3,2,1,5,1, , ,N,0,0,0,3,0,0,2,2,N,N,40 02:29.307,75 00:16.532,127, ,114, ,0, , , ,0, , , , , ,146475, , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0415,-75.0046, , 
 ,11254,2016017048,6,67,67301,2016,1,7,425,4,3,4,3,4,1, , ,N,5,2,0,3,0,0,6,2,N,N,39 59:29.295,75 07:21.395,435, ,430,1,1,1,N, ,2,N, , , , ,146503, , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9915,-75.1226, , 
Y,11255,2016041431,6,67,67301,2016,3,4,713,7,1,1,0,5,1,1,4,Y,0,2,0,3,0,2,2,2,N,N,40 03:45.379,75 02:34.214,721,99,716,1,1,1,N, ,3,N,U, , ,U,146524, , , ,2,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0626,-75.0428, , 
 ,11256,2016013795,6,67,67301,2016,1,7,1715,17,3,1,0,4,1, , ,N,1,3,0,3,0,0,2,2,N,N,39 59:32.200,75 07:11.866,1809, ,1809, ,0, ,N, ,3, , , , , ,146546, , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9923,-75.12, , 
 ,11257,2016013914,6,67,67301,2016,1,7,300,3,3,2,1,7,5, , ,N,0,0,0,3,0,1,1,1,N,N,39 58:36.472,75 13:40.875,311, ,309, ,0, , , ,0, , , , , ,146547, , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9768,-75.228, , 
 ,11258,2016046989,6,67,67301,2016,4,5,925,9,1,1,0,4,1, , ,N,3,3,0,3,0,3,3,2,N,N,39 58:29.201,75 13:17.575,925, ,925,2,2,6,N, ,3,Y, , , , ,146616, , , ,2,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9748,-75.2215, , 
 ,11259,2016055415,6,67,67301,2016,5,6,448,4,3,1,0,7,3, , ,N,0,0,0,3,0,1,1,1,N,N,39 58:52.917,75 12:24.523,455, ,453,2,1,4, , ,0,N, , , , ,146620, , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9814,-75.2068, , 
 ,11260,2016013289,6,67,67301,2016,1,2,905,9,1,1,0,4,1, , ,N,0,0,0,3,0,1,2,2,N,N,40 07:57.790,75 00:28.901,925, ,915,1,2,5,N, ,0,N, , , , ,146635, , , ,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.1327,-75.008, , 
 ,11261,2016016988,6,67,67301,2016,1,6,652,6,1,1,0,4,1, , ,N,1,2,0,3,0,2,3,2,N,N,40 01:46.636,75 05:12.517,713, ,709, ,0, ,N, ,3, , , , , ,146637, , , ,2,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0296,-75.0868, , 
 ,11262,2016040956,6,67,67301,2016,3,5,756,7,1,1,0,4,1, , ,N,1,2,0,3,0,2,3,3,N,Y,39 58:13.317,75 13:01.912,758, ,757, ,0, ,N, ,3, , , , , ,149706, , , ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,39.9704,-75.2172, , 
 ,11263,2016033835,6,67,67301,2016,3,5,2042,20,3,1,0,8,1, , ,N,0,0,0,3,0,1,3,2,N,N,40 01:51.668,75 02:09.421,2048, ,2042,1,1,3,N, ,0,N, , , , ,149744, , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,40.031,-75.036, , 
 ,11264,2016039697,6,67,67301,2016,3,4,1342,13,1,1,0,4,1, , ,N,2,3,0,3,0,1,2,2,N,N,39 56:56.313,75 13:16.017,1355, ,1352, ,0, ,N, ,3, , , , , ,149749, , , ,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,39.949,-75.2211, , 
 ,11265,2016040850,6,67,67301,2016,4,1,1120,11,1,1,0,4,1, , ,N,0,0,7,3,0,2,3,3,N, ,40 00:51.120,75 07:41.063,1130, ,1126,1,1,3, , ,0,Y, , , , ,149750, , , ,3,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,40.0142,-75.1281, , 
 ,11266,2016044534,6,67,67301,2016,4,3,1045,10,1,1,0,5,1, , ,N,0,0,0,3,0,1,2,2,N, ,39 59:17.573,75 09:21.031,1115, ,1108, ,0, , , ,0, , , , , ,149753, , , ,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,39.9882,-75.1558, , 
 ,11267,2016046859,6,67,67301,2016,5,6,938,9,1,2,1,7,2, , ,N,0,0,0,3,0,0,2,1,N,N,39 53:14.479,75 12:16.468,938, ,938, ,0, , , ,0, , , , , ,149755, , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8874,-75.2046, , 
