race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,race_cat,gender_cat,O,C,E,A,N,E_pct,A_pct,C_pct,N_pct,O_pct
13,21,2,2,1,5,US,3,3,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,4,4,5,4,4,4,4,3,5,4,5,4,5,5,3,3,3,2,4,4,3,4,3,4,2,3,4,Other,female,33,40,31,40,30,53,54,80,54,17
3,32,2,1,1,1,HR,4,4,5,3,5,5,4,5,5,5,5,3,3,3,4,5,5,5,5,4,3,4,4,4,5,4,4,4,4,5,5,5,5,4,3,5,2,4,5,3,5,4,3,3,3,5,5,2,3,3,Caucasian (European),male,36,41,45,41,42,94,59,83,92,29
3,33,1,2,1,1,US,4,5,5,4,5,5,5,5,5,4,3,4,2,3,4,3,4,3,3,4,5,5,5,5,5,4,5,1,5,5,3,4,4,4,4,5,4,5,4,3,4,4,5,4,5,5,5,4,4,5,Caucasian (European),female,45,40,47,45,33,97,80,80,66,81
3,33,1,1,1,1,US,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,Caucasian (European),male,39,39,39,36,38,80,32,76,83,46
3,16,1,1,1,1,GB,2,4,2,3,2,4,5,3,3,1,3,3,2,1,4,2,3,3,2,1,2,3,2,4,3,4,2,3,3,2,2,4,3,2,3,3,4,2,3,3,5,4,5,4,2,5,4,3,4,3,Caucasian (European),male,39,29,29,28,24,45,8,27,30,46
3,21,2,2,1,1,BE,3,4,2,4,4,3,4,2,4,2,2,3,1,2,4,3,2,2,3,2,3,1,5,4,3,3,2,3,4,4,3,3,5,3,2,1,4,3,2,4,4,5,5,5,4,5,5,4,4,4,Caucasian (European),female,45,30,32,32,24,57,17,32,30,81
3,31,2,2,1,5,NO,3,3,5,4,5,5,2,3,3,4,5,5,4,1,5,4,5,5,3,3,5,3,5,4,4,3,4,3,3,3,3,5,2,5,5,4,4,3,2,4,3,2,3,3,3,2,5,1,4,5,Caucasian (European),female,31,37,37,37,40,74,37,67,88,10
3,17,1,1,1,1,US,1,1,1,1,1,2,1,1,3,1,2,3,1,1,2,3,5,5,5,5,5,5,5,5,5,3,5,5,4,4,1,2,5,5,1,1,1,3,1,3,5,5,5,5,5,5,4,5,5,5,Caucasian (European),male,49,23,13,46,32,2,85,7,62,96
3,26,1,2,1,5,GB,2,3,3,3,3,4,2,3,2,1,3,3,3,3,3,3,3,4,3,4,5,4,4,5,5,4,4,3,4,4,3,4,4,3,4,4,5,3,4,4,5,4,2,4,2,2,4,4,4,2,Caucasian (European),female,33,38,26,42,32,34,65,72,62,17
3,34,2,1,1,1,BE,4,4,3,4,4,5,2,3,3,3,1,4,1,1,2,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,4,1,5,3,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,31,35,50,21,68,98,37,19,98
1,21,1,2,1,1,ZA,1,5,5,3,5,5,1,1,1,3,5,3,3,1,5,5,5,5,5,5,5,5,5,3,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,1,5,2,5,4,Mixed Race,female,38,50,30,42,42,49,65,99,92,40
3,26,2,2,1,2,US,5,3,5,4,3,5,5,4,4,2,5,5,5,5,1,5,4,4,1,5,2,5,5,2,2,4,4,5,4,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,5,5,3,4,4,Caucasian (European),female,41,35,40,37,40,83,37,57,88,58
3,22,2,2,1,1,NO,2,3,3,2,4,4,3,4,4,2,5,4,4,4,5,5,4,5,5,5,4,3,2,3,3,3,3,4,2,5,5,1,4,3,2,4,3,3,2,3,5,3,4,2,4,4,3,4,4,3,Caucasian (European),female,36,30,31,32,46,53,17,32,97,29
3,19,2,2,1,1,NO,1,2,2,4,2,3,1,3,2,1,1,2,1,1,2,2,2,2,3,1,5,4,4,5,4,5,5,3,4,3,2,4,4,3,2,3,4,4,2,2,4,3,4,5,1,4,3,3,4,3,Caucasian (European),female,34,30,21,42,17,18,65,32,8,20
3,19,2,1,1,1,FI,4,2,2,2,2,2,2,1,1,2,4,4,4,3,3,3,2,3,2,3,3,4,1,4,3,3,3,4,3,3,3,3,3,1,1,2,1,3,2,2,4,4,4,4,3,4,4,4,4,3,Caucasian (European),male,38,21,20,31,31,15,14,4,58,40
1,21,1,2,1,1,US,4,5,5,5,5,5,5,1,3,1,3,4,3,3,4,2,2,4,2,4,4,5,3,5,5,3,5,5,5,4,3,1,4,2,1,2,3,4,3,4,4,5,5,5,5,5,5,4,5,5,Mixed Race,female,48,27,39,44,31,80,76,19,58,93
3,49,2,1,1,1,BE,3,5,5,3,4,5,4,4,4,4,3,5,3,1,4,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,4,3,5,5,5,5,4,3,5,5,5,5,4,5,4,5,4,2,5,5,Caucasian (European),male,44,44,41,46,41,86,85,91,90,75
3,18,1,2,1,1,US,3,3,4,2,5,4,5,2,3,2,2,3,2,2,4,3,3,4,4,3,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,3,4,4,4,4,3,5,5,5,5,5,5,3,5,5,Caucasian (European),female,46,40,33,46,30,60,85,80,54,86
3,32,1,2,1,4,US,1,3,2,2,1,5,1,2,3,2,2,3,2,3,2,2,2,2,2,4,3,3,4,4,5,5,5,4,4,3,4,3,3,2,1,2,1,4,4,2,2,3,3,3,4,2,4,2,3,2,Caucasian (European),female,28,26,22,40,24,20,54,16,30,4
3,60,1,2,1,1,US,1,2,5,3,5,3,3,1,1,2,2,3,2,1,1,2,4,4,2,4,5,5,5,5,5,4,5,5,5,5,2,2,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),female,50,37,26,49,25,34,96,67,34,98
3,22,1,2,1,1,IE,1,3,2,2,3,4,1,2,2,2,1,2,1,1,2,1,2,2,3,2,5,4,2,4,5,5,4,4,5,5,2,2,4,3,1,1,3,3,2,3,5,3,5,3,3,5,5,5,4,3,Caucasian (European),female,41,24,22,43,17,20,70,10,8,58
3,24,1,1,1,1,PL,1,1,1,1,2,1,1,1,1,1,4,5,4,3,4,4,4,3,5,3,5,2,5,1,5,2,1,3,1,3,4,5,4,5,2,4,5,3,4,4,4,5,3,2,3,5,5,4,2,4,Caucasian (European),male,37,40,11,28,39,1,8,80,86,35
6,16,2,2,2,1,BR,2,4,3,3,3,5,2,4,2,1,3,4,2,4,5,4,4,4,4,4,5,5,4,5,3,5,5,4,3,3,3,4,3,2,2,2,5,3,4,5,4,5,4,5,4,5,4,2,5,5,"Caucasian (North African, Other)",female,43,33,29,42,38,45,65,47,83,70
3,20,2,1,1,1,SK,2,2,2,3,3,4,2,2,4,2,2,3,2,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,2,2,2,2,2,4,4,5,4,5,4,5,4,3,4,4,Caucasian (European),male,42,26,26,29,25,34,10,16,34,64
1,47,1,2,1,2,US,3,4,3,3,3,3,2,4,2,3,4,3,3,3,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,4,2,4,3,4,3,4,3,4,3,3,3,4,4,4,5,5,4,2,3,4,Mixed Race,female,38,33,30,41,37,49,59,47,80,40
3,15,1,2,1,1,US,2,5,2,4,3,4,2,1,2,2,1,4,2,2,1,4,2,2,1,3,4,3,1,3,4,3,4,3,3,3,4,1,4,2,1,2,2,2,4,3,3,4,3,3,2,3,5,4,4,3,Caucasian (European),female,34,25,27,31,22,37,14,12,23,20
13,17,1,2,1,1,US,1,3,3,1,3,1,1,1,1,1,2,5,1,1,4,3,1,2,2,2,2,2,5,2,2,4,3,2,2,3,3,1,4,5,1,5,3,3,1,2,1,5,3,1,1,1,3,1,5,1,Other,female,22,28,16,27,23,7,7,23,26,0
13,13,1,2,3,1,US,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,Other,female,46,46,46,46,42,96,85,95,92,86
3,16,2,2,1,1,HR,4,2,1,1,2,2,1,1,4,1,1,1,1,4,2,4,2,3,1,2,4,5,4,2,2,5,4,4,2,3,5,2,2,3,1,1,5,3,4,5,4,4,5,3,4,4,5,2,5,3,Caucasian (European),female,39,31,19,35,21,13,27,37,19,46
5,23,2,2,1,1,SA,1,2,2,4,4,2,4,1,1,1,3,5,4,3,4,4,1,2,4,3,4,3,5,2,3,3,4,3,2,4,4,5,2,2,3,3,1,3,1,4,2,2,3,3,4,4,3,3,5,3,Caucasian (Middle East),female,32,28,22,33,33,20,20,23,66,13
3,30,1,2,1,1,US,5,4,5,5,5,5,5,5,5,4,3,4,3,4,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,2,3,2,3,1,2,5,3,2,3,4,4,5,5,5,4,3,4,5,Caucasian (European),female,42,27,48,50,40,98,98,19,88,64
3,17,1,2,1,1,US,3,5,4,5,5,5,3,5,5,4,2,2,1,2,4,4,2,4,1,4,4,5,1,4,5,5,4,5,4,4,1,1,4,2,1,1,3,2,4,4,3,4,5,5,5,5,4,2,5,5,Caucasian (European),female,43,23,44,41,26,93,59,7,37,70
6,20,1,2,1,2,US,2,3,3,2,3,3,2,2,2,2,2,3,2,3,4,3,3,3,2,3,5,4,4,4,5,4,4,4,5,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,2,4,3,"Caucasian (North African, Other)",female,34,34,24,43,28,27,70,52,46,20
3,25,1,1,1,1,US,2,4,2,2,4,4,1,4,4,1,2,3,1,2,5,2,4,2,2,2,4,4,4,4,4,2,4,2,4,2,4,4,4,2,1,4,4,4,4,3,5,5,5,5,4,5,4,5,5,4,Caucasian (European),male,47,34,28,34,25,41,23,52,34,90
3,27,2,1,1,1,BR,4,5,4,5,4,5,4,5,5,5,2,2,3,4,2,3,2,2,2,4,2,3,3,2,2,2,2,1,4,4,4,3,4,3,3,3,3,3,2,4,5,5,5,5,5,5,4,5,4,5,Caucasian (European),male,48,32,46,25,26,96,5,42,37,93
3,25,1,2,1,1,US,1,2,2,1,2,2,1,1,2,2,2,3,2,1,3,4,3,4,4,2,4,4,5,4,3,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,Caucasian (European),female,41,50,16,36,28,7,32,99,46,58
3,21,1,2,1,2,US,3,4,3,4,4,3,2,2,2,2,2,2,2,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,3,4,2,4,4,4,4,4,5,4,3,3,3,4,2,2,3,4,2,3,2,Caucasian (European),female,28,38,29,48,32,45,93,72,62,4
3,59,1,1,1,1,IE,1,2,4,4,4,4,3,4,4,4,5,4,4,5,4,4,5,5,3,5,5,4,5,4,5,5,5,4,4,3,3,5,2,5,3,4,3,3,4,4,5,3,5,5,5,5,3,5,4,5,Caucasian (European),male,45,36,34,44,44,64,76,62,95,81
3,30,1,2,1,2,US,4,4,5,4,4,5,4,5,4,4,4,3,4,5,4,4,5,4,5,5,4,5,5,4,5,3,5,4,3,4,4,4,5,5,4,5,3,5,3,4,5,5,5,5,5,5,5,5,4,5,Caucasian (European),female,49,42,43,42,43,91,65,86,94,96
3,37,1,2,1,1,US,5,5,5,5,5,5,3,2,5,5,5,1,3,4,1,1,1,2,1,5,3,3,3,2,1,1,1,2,2,5,1,2,1,2,2,1,2,5,3,5,4,2,1,2,5,1,5,4,5,5,Caucasian (European),female,34,24,45,23,24,94,3,10,30,20
11,27,2,2,1,1,NZ,2,2,3,2,3,2,2,3,2,3,1,3,1,2,4,3,2,2,2,1,4,4,4,4,4,4,4,5,4,4,3,2,3,2,3,4,3,4,3,4,4,4,4,4,3,5,3,3,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,38,31,24,41,21,27,59,37,19,40
6,41,1,2,2,2,US,2,3,3,2,2,3,2,1,1,1,2,2,2,3,4,2,2,2,2,4,5,4,4,4,4,4,3,4,4,3,5,5,5,5,3,5,5,5,5,5,3,3,3,2,4,3,4,3,4,3,"Caucasian (North African, Other)",female,32,48,20,39,25,15,48,98,34,13
3,18,1,1,1,1,GB,4,4,5,4,3,3,4,4,5,2,3,4,3,2,1,5,3,5,2,4,2,3,1,2,2,2,3,3,3,5,3,2,4,3,2,2,2,3,2,3,3,4,5,4,3,5,4,4,4,5,Caucasian (European),male,41,26,38,26,32,77,5,16,62,58
3,21,1,2,1,1,US,3,4,3,4,4,4,4,4,4,3,1,2,1,2,3,2,2,2,2,4,4,4,3,5,4,4,4,4,4,4,2,2,4,1,2,2,3,3,2,3,3,4,4,4,4,4,3,4,4,4,Caucasian (European),female,38,24,37,40,21,74,54,10,19,40
6,15,1,2,1,1,US,5,3,5,2,3,4,3,1,1,5,3,5,1,2,3,5,3,4,3,5,5,3,5,5,5,5,4,5,5,5,4,2,5,4,3,5,5,3,5,5,4,5,4,4,4,5,5,4,3,4,"Caucasian (North African, Other)",female,42,41,32,47,34,57,90,83,70,64
3,18,2,2,1,1,BR,2,5,1,2,4,5,1,3,4,1,1,1,2,4,2,2,1,1,1,2,3,2,3,3,3,3,3,2,4,3,3,1,4,3,3,3,3,4,3,4,5,5,5,4,5,4,4,5,5,5,Caucasian (European),female,47,31,28,29,17,41,10,37,8,90
3,20,1,1,2,1,GB,4,5,5,4,5,5,4,3,3,4,5,4,2,3,2,5,4,5,4,4,4,5,3,5,3,3,5,4,4,4,3,4,4,2,3,4,3,4,2,3,4,4,4,4,5,5,4,4,5,4,Caucasian (European),male,43,32,42,40,38,88,54,42,83,70
13,35,1,1,1,1,US,5,5,5,5,5,5,5,2,4,5,5,5,1,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,3,4,4,3,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,Other,male,47,43,46,49,43,96,96,89,94,90
3,24,1,2,1,1,GB,2,4,2,2,3,4,3,2,1,3,2,2,2,2,4,3,3,3,2,2,4,3,3,3,3,3,3,2,3,2,1,2,3,2,1,2,2,2,1,3,4,4,4,3,3,5,3,3,4,3,Caucasian (European),female,36,19,26,29,25,34,10,2,34,29
3,33,1,2,1,1,US,5,5,4,5,5,4,5,2,4,4,1,2,2,3,2,2,1,2,2,2,5,5,5,5,5,4,5,4,4,2,1,3,3,3,4,4,5,5,4,2,5,5,3,5,4,4,4,4,5,4,Caucasian (European),female,43,34,43,44,19,91,76,52,13,70
1,20,2,2,1,1,PH,3,1,2,1,2,5,1,1,2,1,3,3,2,3,4,4,3,4,3,3,4,3,3,3,4,3,4,4,2,2,3,3,4,4,2,4,4,4,4,3,3,5,4,4,3,4,3,2,4,3,Mixed Race,female,35,35,19,32,32,13,17,57,62,25
3,59,1,2,1,1,US,1,4,4,2,4,4,3,1,3,3,4,4,5,4,4,4,3,5,4,5,5,4,3,4,4,5,4,5,4,4,4,4,4,5,4,4,4,5,2,4,4,3,3,4,4,3,4,4,4,3,Caucasian (European),female,36,40,29,42,42,45,65,80,92,29
3,19,1,2,2,1,CA,5,4,5,5,5,5,3,5,5,5,2,3,1,2,4,4,4,4,1,5,5,3,4,3,3,4,4,5,4,4,2,2,4,2,2,4,3,3,3,3,5,4,5,3,3,5,3,4,5,4,Caucasian (European),female,41,28,47,39,30,97,48,23,54,58
13,26,2,1,1,1,BR,2,4,2,4,2,4,2,4,4,2,3,3,2,2,3,2,2,2,2,4,3,3,2,3,3,2,3,3,4,2,4,2,4,3,4,2,3,4,4,4,5,4,5,5,5,5,4,3,5,5,Other,male,46,34,30,28,25,49,8,52,34,86
3,24,2,2,1,1,CA,3,5,4,3,4,5,2,3,1,1,3,5,3,1,5,4,5,5,2,5,5,3,4,5,2,5,4,5,5,5,5,1,5,5,3,2,4,3,5,5,2,2,5,3,5,5,5,1,5,4,Caucasian (European),female,37,38,31,43,38,53,70,72,83,35
3,31,1,2,1,2,US,5,5,5,5,5,5,5,5,5,5,2,3,2,2,1,2,2,2,2,2,4,5,3,5,5,5,5,4,4,5,3,1,3,3,1,1,3,5,3,3,3,4,5,4,3,5,5,3,2,5,Caucasian (European),female,39,26,50,45,20,99,80,16,16,46
3,30,1,2,1,1,US,1,4,3,2,3,5,1,2,4,3,2,2,1,1,1,4,3,5,4,4,5,5,3,5,5,5,5,4,5,5,2,2,3,1,1,1,2,2,1,1,5,5,5,5,4,5,4,1,5,5,Caucasian (European),female,44,16,28,47,27,41,90,0,42,75
5,18,1,2,1,1,US,1,4,2,1,2,5,1,1,2,1,2,3,1,1,5,2,2,4,1,1,2,3,1,2,3,1,1,3,2,2,4,4,5,3,2,5,5,3,3,4,2,4,4,5,1,4,3,2,5,3,Caucasian (Middle East),female,33,38,20,20,22,15,1,72,23,17
13,24,1,2,1,5,US,3,5,4,3,3,5,2,2,3,1,2,4,1,2,3,3,3,5,2,4,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,Other,female,45,48,31,45,29,53,80,98,50,81
13,13,0,2,1,1,US,4,4,5,4,4,5,5,3,3,4,4,4,3,3,3,4,3,2,4,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Other,female,50,45,41,47,35,86,90,93,74,98
3,19,1,2,1,1,US,3,4,5,4,5,4,4,3,4,4,3,4,3,3,4,5,4,4,4,3,5,5,4,5,5,4,4,5,5,4,3,1,2,2,2,2,2,4,2,2,4,4,3,4,3,3,4,3,3,4,Caucasian (European),female,35,22,40,46,37,83,85,6,80,25
11,20,1,2,1,2,US,2,3,2,2,2,2,4,3,2,1,1,1,1,1,2,3,1,2,4,2,2,2,2,2,2,4,4,2,1,4,4,4,4,2,2,4,3,4,2,4,4,3,4,5,4,4,4,4,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,40,33,23,25,18,23,5,47,10,52
11,13,1,2,1,1,US,3,5,4,4,4,5,4,2,4,4,4,2,1,4,2,2,3,2,2,4,5,4,5,5,4,4,4,4,5,2,4,4,4,2,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,41,40,39,42,26,80,65,80,37,58
13,16,1,2,1,2,US,4,5,3,4,5,5,5,4,3,2,2,4,4,3,3,3,1,1,3,2,3,2,5,3,1,2,3,4,1,3,1,2,2,5,3,1,3,3,1,3,2,3,4,3,4,5,3,3,5,5,Other,female,37,24,40,27,26,83,7,10,37,35
3,17,1,2,1,1,AU,1,5,5,2,5,5,1,2,1,4,5,5,2,2,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,2,4,1,5,5,5,5,5,5,5,5,4,5,1,Caucasian (European),female,45,30,31,50,40,53,98,32,88,81
3,27,1,2,1,1,US,3,5,5,5,5,4,5,4,4,4,3,4,4,1,5,3,4,4,4,3,3,5,3,4,5,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,4,5,4,3,4,4,4,4,2,3,Caucasian (European),female,37,28,44,40,35,93,54,23,74,35
3,20,1,2,1,5,US,1,3,4,4,4,4,2,3,2,2,2,4,2,1,5,4,3,4,4,2,5,4,4,4,5,4,4,3,4,4,2,3,3,4,5,4,4,4,4,4,5,4,5,4,3,5,4,5,5,4,Caucasian (European),female,44,37,29,41,31,45,59,67,58,75
9,44,2,2,1,1,JP,2,5,3,3,4,4,4,4,4,2,2,2,4,5,2,2,4,4,4,5,4,4,5,5,4,3,4,3,4,4,2,4,2,4,2,1,1,4,4,5,4,3,3,5,3,4,4,4,2,3,"North East Asian (Mongol, Tibetan, Korean Japanese, etc)",female,35,29,35,40,34,68,54,27,70,25
3,21,1,2,1,1,CA,4,5,4,4,4,5,5,4,5,4,2,3,2,2,3,2,2,2,2,3,4,4,4,4,5,5,5,4,4,4,3,2,2,3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,2,2,Caucasian (European),female,28,25,44,43,23,93,70,12,26,4
3,21,1,2,1,2,CA,3,4,4,4,5,4,4,2,2,4,3,4,2,3,4,2,4,4,3,4,4,5,5,4,5,3,5,4,5,4,5,3,4,4,4,3,5,4,4,5,5,4,3,5,4,4,5,4,4,4,Caucasian (European),female,42,41,36,44,33,71,76,83,66,64
4,23,2,1,1,1,IN,2,2,4,2,3,2,1,4,4,2,3,4,2,4,4,4,4,4,5,4,2,5,5,3,4,5,4,5,4,4,4,1,2,4,2,2,4,5,4,2,2,4,2,5,4,4,4,1,4,4,Caucasian (Indian),male,34,30,26,41,38,34,59,32,83,20
13,24,1,2,1,1,US,1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,2,2,2,4,1,3,1,3,5,5,4,5,5,2,5,5,4,5,4,4,4,1,5,1,4,5,4,5,5,5,Other,female,39,43,15,28,15,5,8,89,5,46
1,39,1,1,1,1,CA,2,2,2,2,4,4,4,1,3,3,4,3,2,1,2,4,3,4,3,2,4,4,5,4,4,4,4,2,3,4,3,4,2,4,2,4,4,5,3,2,4,5,4,5,4,5,4,1,5,4,Mixed Race,male,41,33,27,38,28,37,42,47,46,58
3,45,1,2,1,2,US,1,2,2,2,2,4,1,1,1,1,2,3,2,2,3,3,3,3,5,2,5,5,5,4,4,5,5,5,3,2,4,1,5,2,4,1,3,5,3,4,5,5,3,3,5,5,5,5,4,4,Caucasian (European),female,44,32,17,43,28,8,70,42,46,75
3,45,1,2,2,5,US,3,5,5,5,5,5,5,4,4,5,3,4,3,4,4,3,4,4,2,5,5,5,4,5,5,5,5,5,4,4,3,1,3,5,1,2,2,3,1,2,4,5,3,4,3,4,4,3,5,3,Caucasian (European),female,38,23,46,47,36,96,90,7,77,40
1,20,1,1,1,1,US,3,4,5,4,5,5,5,4,5,5,4,3,2,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,3,5,5,3,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,Mixed Race,male,49,39,45,49,40,94,96,76,88,96
13,21,1,2,1,1,US,2,2,2,1,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,2,4,3,3,4,3,3,3,3,3,3,3,1,4,1,3,3,5,4,5,3,3,3,5,3,3,3,3,3,3,4,Other,female,33,32,25,32,16,30,17,42,6,17
1,23,2,2,1,2,ID,2,5,3,2,2,4,3,4,2,4,3,3,3,3,2,4,2,2,3,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3,4,4,5,3,4,3,5,3,4,5,4,1,4,4,Mixed Race,female,37,40,31,42,29,53,65,80,50,35
9,23,2,2,1,1,PH,2,4,5,5,4,4,4,5,4,5,2,2,1,4,5,2,4,4,2,5,5,5,5,5,5,5,5,1,5,5,5,2,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,"North East Asian (Mongol, Tibetan, Korean Japanese, etc)",female,48,43,42,46,31,88,85,89,58,93
3,22,1,2,1,1,US,1,1,3,1,1,1,1,1,1,1,1,3,1,2,3,1,2,4,3,4,5,2,5,5,4,5,3,5,4,3,1,1,4,1,2,1,3,3,1,2,3,3,5,5,4,5,3,1,5,4,Caucasian (European),female,38,19,12,41,24,2,59,2,30,40
3,16,1,2,1,1,US,4,4,5,4,5,4,5,3,5,3,2,5,2,2,2,2,2,3,3,3,5,5,3,4,3,4,5,5,5,5,3,3,4,3,4,3,3,3,4,3,5,5,4,5,5,5,5,5,4,5,Caucasian (European),female,48,33,42,44,26,88,76,47,37,93
3,20,1,1,1,5,AU,4,5,5,4,5,5,2,4,4,2,3,4,4,2,4,5,3,4,3,2,5,4,2,5,4,4,5,4,5,5,2,1,2,2,1,2,2,4,1,2,5,5,5,3,3,5,4,5,5,5,Caucasian (European),male,45,19,40,43,34,83,70,2,70,81
1,33,2,2,1,1,IN,2,2,4,2,4,4,4,2,2,2,5,4,4,4,4,4,4,4,4,4,1,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,2,5,4,4,4,3,4,4,Mixed Race,female,39,41,28,40,41,41,54,83,90,46
13,17,1,2,1,1,AU,4,4,3,3,4,3,3,2,3,2,2,4,2,2,1,4,1,2,3,2,5,5,5,4,5,4,4,4,4,4,2,1,5,2,1,1,1,3,2,3,3,2,5,5,3,4,2,4,5,4,Other,female,37,21,31,44,23,53,76,4,26,35
11,17,1,0,1,1,CA,1,3,3,3,2,3,1,2,3,2,3,3,2,2,4,3,3,4,2,4,5,4,2,3,4,3,4,3,3,3,3,3,4,4,1,2,4,3,4,4,4,4,5,5,4,5,4,4,3,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",,43,32,23,34,30,23,23,42,54,70
3,20,1,2,1,5,US,2,4,4,3,4,4,2,2,2,4,1,2,1,1,2,1,1,2,1,2,5,5,3,5,5,5,5,5,4,4,4,2,4,3,3,3,4,4,4,4,3,4,4,5,3,4,4,3,5,4,Caucasian (European),female,39,35,31,46,14,53,85,57,3,46
1,59,1,2,1,1,US,1,1,3,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,2,4,5,3,2,4,4,4,2,4,1,2,2,5,2,4,3,4,1,2,4,3,5,3,4,5,3,2,4,4,Mixed Race,female,37,26,16,34,50,7,23,16,99,35
3,25,1,1,1,2,CA,5,5,4,3,5,5,4,2,4,3,5,5,3,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,1,4,2,4,3,4,5,5,4,4,5,5,4,5,5,5,4,4,5,Caucasian (European),male,46,36,40,50,43,83,98,62,94,86
3,18,1,2,1,1,AU,1,3,1,1,1,3,1,5,1,1,1,3,1,1,5,3,2,3,1,2,4,2,1,2,5,1,3,2,1,3,4,5,4,3,2,5,4,3,3,3,4,4,5,3,3,5,3,4,3,5,Caucasian (European),female,39,36,18,24,22,10,4,62,23,46
1,27,2,1,1,1,US,1,2,3,2,3,3,3,3,2,1,3,5,1,1,1,2,3,3,2,1,5,5,4,4,3,4,3,5,4,5,3,1,4,2,2,3,3,3,3,3,3,4,4,5,4,4,5,2,5,4,Mixed Race,male,40,27,23,42,22,23,65,19,23,52
3,24,1,2,1,1,CA,3,2,2,4,1,3,4,3,2,1,3,3,2,1,5,3,1,2,1,2,4,4,2,4,3,3,2,3,5,3,2,2,4,3,1,2,1,3,3,3,3,4,3,5,3,3,3,5,5,3,Caucasian (European),female,37,24,25,33,23,30,20,10,26,35
3,29,1,1,3,1,US,5,5,5,3,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,46,47,48,46,97,93,95,97,98
3,16,1,2,3,1,US,2,1,3,1,3,4,1,2,4,2,5,4,4,5,5,5,4,5,5,4,1,3,3,2,3,2,2,4,3,5,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4,Caucasian (European),female,38,42,23,28,46,23,8,86,97,40
11,29,1,1,1,2,US,2,2,3,1,4,2,3,2,3,1,4,4,2,2,4,4,4,5,3,3,5,4,2,5,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,5,5,4,5,3,4,4,3,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,42,35,23,35,35,23,27,57,74,64
