long,lat,address
-75.0762123004952,39.9843655104393,"3901 N Delaware Ave, Philadelphia, PA 19137, United States"
-75.21221232277421,39.9356654305312,"5100 Grays Ave, Philadelphia, PA 19143, United States"
-75.1775123170878,39.9864356551377,"2601 W Glenwood Ave, Philadelphia, PA 19121, United States"
-75.2173123236114,39.9182654020427,"3033 S 63rd St, Philadelphia, PA 19153, United States"
-75.23901232716,40.0391656002056,"300 Domino Ln, Philadelphia, PA 19128, United States"
-75.0111228985794,40.0376559666995,"State Rd & Ashburner St, Philadelphia, PA 19136, United States"
